route_number,location,stop_id,lat,lng
94,California & 51st Street,4161,41.800918,-87.693953
94,California & 52nd Street,4160,41.799107,-87.693922
94,California & 53rd Street,4159,41.79727,-87.693875
94,California & 54th Street,4158,41.795467,-87.69381
94,California & 55th Street,4157,41.793583,-87.693763
94,California & 56th Street,4156,41.791802,-87.693715
94,California & 57th Street,4155,41.789998,-87.693652
94,California & 58th Street,4154,41.78813,-87.693637
94,California & 59th Street,4153,41.786335,-87.693525
94,California & 60th Street,4152,41.784507,-87.693477
94,California & 61st Street,4151,41.782647,-87.69343
94,California & 62nd Street,4150,41.780858,-87.693382
94,California & 63rd Street,14854,41.779508,-87.693318
94,California & 64th Street,4148,41.777123,-87.693287
94,California & 65th Street,4147,41.775312,-87.693223
94,California & 66th Street,4146,41.773532,-87.693175
94,California & 68th Street,4144,41.769877,-87.693095
94,California & 70th Street,4142,41.766205,-87.693048
94,California & Archer,14836,41.820365,-87.694527
94,California & Cermak,14606,41.851852,-87.6954
94,California & Fillmore,4198,41.867795,-87.695877
94,California & Harrison,4203,41.873612,-87.6961
94,California & Jackson,14609,41.877387,-87.696147
94,California & Lake (Green Line),4212,41.884222,-87.696417
94,California & Lithuanian Plaza/69th Street,4143,41.76804,-87.693017
94,California & Madison,14611,41.881018,-87.69629
94,California & Marquette Rd,4145,41.77164,-87.693112
94,California & Ogden,4194,41.861032,-87.69575
94,California & Pershing,4172,41.822535,-87.694527
94,California & Polk,4201,41.871028,-87.696005
94,California & Pope John Paul Ii/43rd St,4168,41.815508,-87.694398
94,California & Roosevelt,4197,41.866435,-87.695877
94,California & Taylor,16098,41.869202,-87.695957
94,California & Walnut,4213,41.885502,-87.696385
94,California & Washington,4211,41.882663,-87.696275
94,California & Wilcox,4208,41.879095,-87.696178
94,California Pink Line Station,14607,41.85372,-87.695495
94,Chicago & Troy,15562,41.89552425,-87.705577
94,Cook County Criminal Court,4183,41.843515,-87.69513
94,Damen & 70th Street,8719,41.766507,-87.673482
94,Damen & 71st Street,8718,41.764718,-87.67345
94,Damen & 72nd Street,8717,41.762882,-87.673402
94,Damen & 73rd Street,8716,41.761055,-87.67337
94,Fulton & California,4214,41.886677,-87.696895
94,Fulton & Francisco,4215,41.886645,-87.698833
94,Fulton & Sacramento,4216,41.88659,-87.701202
94,Grand & Sacramento,800,41.896941,-87.702791
94,Kedzie & Grand,15568,41.89809,-87.706748
94,Sacramento & Chicago,15567,41.8953,-87.702123
94,Sacramento & Franklin Boulevard,4217,41.890262,-87.701632
94,Sacramento & Ohio,4218,41.891835,-87.701965
94,Western & 51st Street,4162,41.80154333,-87.68415733
94,Western + 69th Street,10117,41.768072,-87.683368
94,Western + 71st Street,8299,41.76483,-87.683305
94,Western Orange Line Station,8337,41.80521,-87.684147
94,1258 S California,4243,41.864743,-87.695893
94,2800 S California,4258,41.841003,-87.695147
94,2900 S California,4259,41.839828,-87.695113
94,3154 S California,4262,41.835512,-87.695035
94,47th Street & California,4276,41.80823,-87.693763
94,47th Street & Campbell,8154,41.80834,-87.68688
94,47th Street & Rockwell,8153,41.808308,-87.689345
94,47th Street & Washtenaw,8152,41.808277,-87.691808
94,47th Street & Western Avenue,8155,41.80838,-87.684528
94,51st Street & Campbell,9216,41.801172,-87.686563
94,51st Street & Rockwell,9217,41.801125,-87.68901
94,51st Street & Washtenaw,9218,41.801077,-87.691458
94,69th Street & Bell,10149,41.76835,-87.679697
94,69th Street & Damen,10152,41.768477,-87.673768
94,69th Street & Hoyne,10151,41.768405,-87.676152
94,69th Street & Oakley,10148,41.768327,-87.680968
94,71st Street & California,17924,41.764455,-87.692618
94,71st Street & Campbell,10146,41.76467,-87.685768
94,71st Street & Rockwell,10145,41.764598,-87.688248
94,71st Street & Washtenaw,10144,41.764535,-87.69068
94,74th Street & Damen,10908,41.759273,-87.672973
94,California & 14th Street,4244,41.862637,-87.695845
94,California & 16th Street,4247,41.859117,-87.69575
94,California & 18th Street,4248,41.857495,-87.695702
94,California & 19th Street,4249,41.85569,-87.695655
94,California & 23rd Street,4253,41.850183,-87.695495
94,California & 24th Boulevard,4254,41.847998,-87.695337
94,California & 25th Street,4255,41.846527,-87.695353
94,California & 26th Street,4256,41.844763,-87.695273
94,California & 31st Street,4261,41.837515,-87.695098
94,California & 33rd Street,4263,41.83405,-87.695003
94,California & 35th Street,4264,41.829758,-87.694923
94,California & 36th Place,4266,41.827485,-87.694828
94,California & 36th Street,4265,41.828408,-87.694875
94,California & 38th Street,4267,41.824768,-87.694717
94,California & 42nd Street,4271,41.817497,-87.694542
94,California & 44th Street,4273,41.813848,-87.69443
94,California & 45th Street,4274,41.81206,-87.694352
94,California & 46th Street,4275,41.810232,-87.69424
94,California & 51st Street,4277,41.80068,-87.694082
94,California & 52nd Street,4278,41.799297,-87.694033
94,California & 53rd Street,4279,41.797453,-87.69397
94,California & 54th Street,4280,41.795688,-87.693922
94,California & 55th Street,4281,41.793805,-87.693875
94,California & 56th Street,4282,41.792017,-87.693827
94,California & 57th Street,4283,41.790165,-87.693778
94,California & 58th Street,4284,41.788362,-87.693732
94,California & 59th Street,4285,41.786525,-87.693683
94,California & 60th Street,4286,41.784698,-87.693603
94,California & 61st Street,4287,41.782853,-87.693557
94,California & 62nd Street,4288,41.781065,-87.693493
94,California & 63rd Street,18296,41.778926,-87.693434
94,California & 64th Street,4290,41.77741,-87.693398
94,California & 65th Street,4291,41.775573,-87.693333
94,California & 66th Street,4292,41.773747,-87.693302
94,California & 68th Street,4294,41.76986,-87.693223
94,California & 70th Street,4296,41.766243,-87.693127
94,California & Archer,18164,41.819602,-87.694579
94,California & Cermak,4252,41.851995,-87.695495
94,California & Fillmore,16100,41.868143,-87.696005
94,California & Harrison,15303,41.873572,-87.696178
94,California & Jackson,14615,41.877602,-87.696258
94,California & Lake (Green Line),15302,41.883935,-87.69645
94,California & Lithuanian Plaza/69th Street,4295,41.76827,-87.693192
94,California & Madison,14612,41.881265,-87.696338
94,California & Marquette Rd,4293,41.771935,-87.693238
94,California & Ogden,4245,41.861523,-87.695813
94,California & Ogden,4246,41.860753,-87.695782
94,California & Pershing,4268,41.822908,-87.694733
94,California & Polk,4238,41.871188,-87.6961
94,California & Pope John Paul Ii/43rd St,4272,41.815668,-87.69451
94,California & Roosevelt,14616,41.866682,-87.695972
94,California & Taylor,4240,41.869368,-87.696037
94,California & Walnut,4226,41.885318,-87.696433
94,California & Washington,16105,41.882695,-87.696385
94,California & Wilcox,4231,41.87943,-87.696227
94,California Pink Line Station,15304,41.854212,-87.695638
94,Chicago & Sacramento,540,41.89551433,-87.702644
94,Chicago & Troy,15562,41.89552425,-87.705577
94,Cook County Criminal Court,4257,41.84361,-87.695225
94,Damen & 70th Street,8789,41.766737,-87.673672
94,Damen & 71st Street,8790,41.764957,-87.673625
94,Damen & 72nd Street,8791,41.763082,-87.673562
94,Damen & 73rd Street,8792,41.761262,-87.673498
94,Fulton & California,4225,41.886567,-87.69664
94,Fulton & Francisco,4224,41.886518,-87.699057
94,Fulton & Sacramento,4223,41.886502,-87.701027
94,Sacramento & Franklin,4222,41.889458,-87.701552
94,Sacramento & Ohio,18093,41.89207,-87.702056
94,Western & 51st Street,8279,41.8013,-87.684273
94,Western & 69th Street,8317,41.768287,-87.683257
94,Western & 71st Street,10147,41.765008,-87.683095
94,Western Orange Line Station,14130,41.805313,-87.684052
95,1300 E 95th Street,11933,41.722223,-87.592245
95,1500 E 95th Street,11935,41.722272,-87.5887
95,67th Street + Bennett,5312,41.773483,-87.579068
95,67th Street + Blackstone,10070,41.773365,-87.58862
95,67th Street + Cornell Drive,5315,41.773404,-87.585499
95,67th Street + Cottage Grove,10081,41.773182,-87.60558
95,67th Street + Cregier,5313,41.773437,-87.581612
95,67th Street + Dorchester (West Leg),10071,41.773342,-87.591163
95,67th Street + Drexel,10080,41.77319,-87.603195
95,67th Street + East End,5314,41.77342,-87.583662
95,67th Street + Ellis,10078,41.773213,-87.600763
95,67th Street + Greenwood,10077,41.77323,-87.599445
95,67th Street + Ingleside,10079,41.773205,-87.601988
95,67th Street + Jeffery,5311,41.773532,-87.577065
95,67th Street + Kenwood,10072,41.773317,-87.592785
95,67th Street + Kimbark,10073,41.773293,-87.594247
95,67th Street + Langley,10082,41.773135,-87.608092
95,67th Street + Minerva,10075,41.773262,-87.597108
95,67th Street + St. Lawrence,10083,41.773095,-87.61046
95,67th Street + Stony Island,10069,41.77338,-87.586745
95,67th Street + University,10076,41.773238,-87.598348
95,67th Street + Woodlawn,10074,41.773277,-87.595885
95,69th Red Line Station,14139,41.768778,-87.62575
95,69th Street + Anthony,7408,41.769447,-87.61421
95,69th Street + Calumet,7410,41.769392,-87.616785
95,69th Street + Indiana,7412,41.769327,-87.620108
95,69th Street + King Drive,7409,41.76943,-87.61526
95,69th Street + Michigan,7413,41.769288,-87.621633
95,69th Street + Prairie,7411,41.76936,-87.618407
95,69th Street + Wabash,7414,41.769257,-87.623223
95,75th Street & Clyde,10860,41.759003,-87.573537
95,75th Street & Coles,14884,41.759855,-87.55842
95,75th Street & Colfax,18231,41.759103,-87.561434
95,75th Street & Crandon,10858,41.759028,-87.568657
95,75th Street & Jeffery,10861,41.758948,-87.57581933
95,75th Street & Kingston ,10855,41.759082,-87.562956
95,75th Street & Paxton,10859,41.759003,-87.571088
95,75th Street & Phillips ,10856,41.759092,-87.564572
95,75th Street & South Shore,14893,41.760427,-87.557515
95,75th Street & Yates,10857,41.759052,-87.566242
95,83rd Street & Coles,7017,41.744667,-87.548995
95,83rd Street & Commercial,7016,41.744627,-87.551682
95,87th Street & Longwood,9510,41.73575,-87.675945
95,91st Street & Buffalo,7258,41.730155,-87.544418
95,92nd Street & Baltimore,11953,41.728272,-87.548613
95,92nd Street & Commercial,7252,41.7282,-87.551427
95,93rd Street & Bennett,11938,41.726055,-87.578035
95,93rd Street & Clyde,11940,41.726127,-87.573187
95,93rd Street & Colfax,11946,41.726268,-87.561028
95,93rd Street & Cregier,11937,41.726015,-87.580482
95,93rd Street & Drexel,11927,41.725728,-87.601145
X9,Ashland & Cortland,6016,41.916193,-87.667903
X9,Ashland & Diversey,15795,41.93212,-87.668507
X9,Ashland & Division (Blue Line),6024,41.90347,-87.667522
X9,Ashland & Fullerton,6011,41.925305,-87.668292
X9,Ashland & Garfield ,6089,41.79336,-87.664677
X9,Ashland & Grand,6032,41.89121033,-87.667185
X9,Ashland & Harrison,6043,41.8738705,-87.666671
X9,Ashland & Irving Park,5995,41.953983,-87.669127
X9,Ashland & Jackson,6041,41.8773705,-87.6668225
X9,Ashland & Lake (Green & Pink Lines),6035,41.884833,-87.666902
X9,Ashland & Madison,17077,41.881202,-87.666853
X9,Ashland & North Ave,6019,41.910702,-87.667807
X9,Ashland & Pershing,18020,41.8226755,-87.665404
X9,Ashland & Taylor,17063,41.868978,-87.666567
X9,Ashland Orange Line Station,14476,41.839097,-87.66536
X9,Irving Park + Clark,5678,41.9545,-87.662102
X9,Irving Park + Fremont,15930,41.9545925,-87.65169625
X9,Irving Park + Sheridan,5676,41.954713,-87.654265
X9,Roosevelt & Ashland,14976,41.86676067,-87.665878
X98,Golf Road & Waukegan (Avon),17677,42.05508,-87.798112
Yellow,Dempster-Skokie,40140,42.038951,-87.751919
Yellow,Howard,40900,42.019063,-87.672892
Yellow,Oakton-Skokie,41680,42.02624348,-87.74722084
X49,79th & Western Terminal,8307,41.75083825,-87.6825535
X49,Western & 16th Street,15091,41.85963767,-87.68573667
X49,Western & 26th Street,8356,41.845263,-87.685418
X49,Western & 35th Street,8350,41.830243,-87.684942
X49,Western & 43rd Street,14579,41.8157995,-87.6845525
X49,Western & 47th Street,8339,41.80829567,-87.68439067
X49,Western & 51st Street,4162,41.80154333,-87.68415733
X49,Western & 59th Street,14795,41.7867325,-87.683718
X49,Western & 63rd Street,8323,41.779063,-87.68359
X49,Western & 69th Street,8317,41.768287,-87.683257
X49,Western & 74th Street,14577,41.75952,-87.6829465
X49,Western & Addison,8417,41.9466,-87.688168
X49,Western & Archer,14580,41.826457,-87.684815
X49,Western & Belmont/Clybourn,17346,41.939687,-87.687939
X49,Western & Berwyn Terminal,14182,41.97846,-87.689472
X49,Western & Cermak,8360,41.85194,-87.685625
X49,Western & Chicago,8388,41.895618,-87.686817
X49,Western & Division,8391,41.902858,-87.686977
X49,Western & Elston/Diversey,18330,41.932427,-87.68783
X49,Western & Foster,14527,41.97614,-87.68897867
X49,Western & Fullerton,8405,41.925165,-87.687532
X49,Western & Garfield,8331,41.793805,-87.684003
X49,Western & Grand,8385,41.890726,-87.686595
X49,Western & Harrison,8373,41.873778,-87.6861745
X49,Western & Irving Park,18431,41.954264,-87.688348
X49,Western & Lawrence,14592,41.9690195,-87.68879625
X49,Western & Madison,8379,41.880938,-87.686322
X49,Western & Marquette Rd,8319,41.771878,-87.683337
X49,Western & Montrose,14584,41.96164,-87.688533
X49,Western & North Ave,17404,41.9105275,-87.687103
X49,Western & Roosevelt,6681,41.866555,-87.685912
X49,Western & Van Buren (Blue Line),17890,41.876207,-87.686133
X49,Western Blue Line Station,17914,41.915969,-87.6872745
X49,Western Brown Line Station,18155,41.966329,-87.688713
X49,Western Orange Line Station,14129,41.8051745,-87.684132
X49,Western Pink Line Station,8362,41.854355,-87.685625
X49,79th & Western Terminal,8307,41.75083825,-87.6825535
X49,Western & 16th Street,14531,41.85900633,-87.68590033
X49,Western & 26th Street,8257,41.8448425,-87.685561
X49,Western & 35th Street,8264,41.830562,-87.6851
X49,Western & 43rd Street,8271,41.815827,-87.684655
X49,Western & 47th Street,8275,41.808388,-87.684528
X49,Western & 51st Street,8279,41.8013,-87.684273
X49,Western & 55th Street/Garfield,8283,41.79386,-87.68421
X49,Western & 59th Street,14578,41.786347,-87.683964
X49,Western & 63rd Street,14576,41.778919,-87.683718
X49,Western & 69th Street,8297,41.768227,-87.6834475
X49,Western & Addison,8195,41.94625,-87.688375
X49,Western & Archer,16085,41.825277,-87.684973
X49,Western & Belmont,18331,41.939159,-87.68818
X49,Western & Berwyn Terminal,14182,41.97846,-87.689472
X49,Western & Cermak,14555,41.851717,-87.685768
X49,Western & Chicago,8225,41.895817,-87.6869365
X49,Western & Columbus,8302,41.758693,-87.683145
X49,Western & Cortland (Blue Line),8214,41.915975,-87.687485
X49,Western & Division,8221,41.9033225,-87.687135
X49,Western & Elston/Diversey,14585,41.9319805,-87.688033
X49,Western & Foster,18311,41.975585,-87.689215
X49,Western & Fullerton,8207,41.9250135,-87.6877515
X49,Western & Grand,8228,41.890659,-87.686825
X49,Western & Harrison,14769,41.873755,-87.686325
X49,Western & Irving Park,14964,41.9537645,-87.6885575
X49,Western & Jackson,18298,41.877246,-87.686446
X49,Western & Lawrence,14591,41.96828375,-87.689005
X49,Western & Leland (Brown Line),8184,41.9663725,-87.6889395
X49,Western & Madison,14546,41.8808715,-87.686531
X49,Western & Marquette Rd,14823,41.7719575,-87.683551
X49,Western & Montrose,8187,41.961342,-87.68882
X49,Western & North Ave,14581,41.9101775,-87.6873015
X49,Western & Roosevelt,14554,41.86635733,-87.686165
X49,Western Blue Line Station,8239,41.87521,-87.68642
X49,Western Orange Line Station,14132,41.805122,-87.683996
X49,Western Pink Line Station,15059,41.854447,-87.685784
X9,Ashland & 18th Street,17229,41.8580265,-87.665995
X9,Ashland & 35th Street,6209,41.830402,-87.665487
X9,Ashland & 43rd Street,6201,41.815748,-87.665073
X9,Ashland & 47th Street,17256,41.8089565,-87.6648505
X9,Ashland & 51st Street,18002,41.8015865,-87.6646435
X9,Ashland & 59th Street,18001,41.786968,-87.664295
X9,Ashland & 69th Street,14864,41.76897,-87.663802
X9,Ashland & 74th Street,6168,41.759345,-87.663548
X9,Ashland & 79th Street,6163,41.750228,-87.663337
X9,Ashland & 83rd Street,6159,41.74299,-87.663167
X9,Ashland & 87th Street,6155,41.735615,-87.662975
X9,Ashland & 91st Street,14781,41.728843,-87.6628115
X9,Ashland & 95th Street,6147,41.721827,-87.662657
X9,Ashland & 95th Street Terminal,6131,41.72051325,-87.66296325
X9,Ashland & Addison,14894,41.947217,-87.668756
X9,Ashland & Belmont/Lincoln,6272,41.939137,-87.66849
X9,Ashland & Cermak,14499,41.852448,-87.6659155
X9,Ashland & Chicago,15843,41.8963725,-87.6671555
X9,Ashland & Cortland,6259,41.91584,-87.667728
X9,Ashland & Diversey,15243,41.932835,-87.668283
X9,Ashland & Fullerton,17392,41.9254055,-87.668062
X9,Ashland & Garfield ,6189,41.794353,-87.664485
X9,Ashland & Grand,17179,41.8912585,-87.6669965
X9,Ashland & Harrison,6233,41.873978,-87.666557
X9,Ashland & Irving Park,6280,41.9541025,-87.668928
X9,Ashland & Lake (Green Line),14783,41.885088,-87.66679
X9,Ashland & Madison,17076,41.88173,-87.666679
X9,Ashland & Milwaukee (Blue Line),6252,41.903835,-87.667458
X9,Ashland & North Ave,17180,41.9110475,-87.6675715
X9,Ashland & Pershing,6205,41.8235375,-87.665312
X9,Ashland & Roosevelt,6230,41.866713,-87.666345
X9,Ashland & Taylor,17061,41.869575,-87.666297
X9,Ashland + Van Buren,51,41.876672,-87.666503
X9,Ashland Orange Line Station,4164,41.8391035,-87.6653405
X9,Ashland/63rd Green Line Station,6179,41.77884,-87.664247
X9,Irving Park & Clark,5668,41.954452,-87.662403
X9,Irving Park + Fremont,15930,41.9545925,-87.65169625
X9,Sheridan & Irving Park,1056,41.954038,-87.654647
X9,Ashland & 18th Street,17227,41.8575425,-87.66621
X9,Ashland & 35th Street,6068,41.8306725,-87.6657095
X9,Ashland & 43rd Street,6076,41.815971,-87.665241
X9,Ashland & 47th Street,17260,41.8082935,-87.6650335
X9,Ashland & 51st Street,6084,41.801418,-87.6648895
X9,Ashland & 59th Street,6093,41.786907,-87.66431
X9,Ashland & 63rd Street,17521,41.7790475,-87.6642865
X9,Ashland & 69th Street,15944,41.768267,-87.6639525
X9,Ashland & 74th Street,6109,41.7591565,-87.663726
X9,Ashland & 79th Street,6114,41.750543,-87.663547
X9,Ashland & 83rd Street,6118,41.743157,-87.663357
X9,Ashland & 87th Street,15249,41.735461,-87.663198
X9,Ashland & 91st Street,6126,41.7285505,-87.662943
X9,Ashland & 95th Street,6130,41.7213335,-87.6628
X9,Ashland & 95th Street Terminal,6131,41.72051325,-87.66296325
X9,Ashland & Addison,17252,41.946711,-87.6689115
X9,Ashland & Belmont/Lincoln,6003,41.940393,-87.668728
X9,Ashland & Chicago,15842,41.895788,-87.667409
91,Nagle & Higgins,14967,41.976553,-87.787763
91,Nagle & Strong,9695,41.97014,-87.787987
91,Austin & Adams,9608,41.877625,-87.774618
91,Austin & Addison,9569,41.945845,-87.776558
91,Austin & Altgeld,9580,41.925753,-87.775827
91,Austin & Augusta,9595,41.898065,-87.775255
91,Austin & Barry,9574,41.93669,-87.776208
91,Austin & Belden,9582,41.92209,-87.7757
91,Austin & Belle Plaine,9564,41.95496,-87.776892
91,Austin & Belmont,17872,41.938065,-87.776257
91,Austin & Berkshire/Potomac,9592,41.903588,-87.775413
91,Austin & Berteau,9563,41.956812,-87.776972
91,Austin & Bloomingdale,9586,41.91299,-87.775333
91,Austin & Byron,9566,41.951297,-87.776765
91,Austin & Chicago,15167,41.894927,-87.775192
91,Austin & Corcoran/South Blvd (Green Line),9603,41.886908,-87.774937
91,Austin & Cornelia,16006,41.94373,-87.77643
91,Austin & Cortland,9585,41.914325,-87.775398
91,Austin & Cullom,9562,41.958632,-87.777035
91,Austin & Dickens,17873,41.918062,-87.775652
91,Austin & Diversey,9577,41.931222,-87.776018
91,Austin & Division,9593,41.901665,-87.775365
91,Austin & Eastwood,9558,41.965037,-87.777257
91,Austin & Erie,9600,41.891597,-87.775063
91,Austin & Fullerton,9581,41.923965,-87.775763
91,Austin & Fulton/Pleasant,9604,41.885207,-87.774873
91,Austin & George,9576,41.933057,-87.776082
91,Austin & Grace,9567,41.9495,-87.776717
91,Austin & Grand,9583,41.9207,-87.775652
91,Austin & Greenfield/Hirsch,9591,41.905712,-87.775493
91,Austin & Harrison,9611,41.872848,-87.774475
91,Austin & Harvard/Arthington,9613,41.868803,-87.774268
91,Austin & Iowa,9596,41.896262,-87.775192
91,Austin & Irving Park,9565,41.953188,-87.776875
91,Austin & Jackson,9609,41.876123,-87.774587
91,Austin & Lake,9602,41.888172,-87.774985
91,Austin & Lawrence,9556,41.967342,-87.777353
91,Austin & Le Moyne,9590,41.907118,-87.77554
91,Austin & Leland,9557,41.965777,-87.777257
91,Austin & Madison,9607,41.879732,-87.774698
91,Austin & Montrose,9561,41.960475,-87.777115
91,Austin & North Ave,9589,41.908962,-87.77562
91,Austin & Ontario,9599,41.890365,-87.775017
91,Austin & Roosevelt,9617,41.865847,-87.774078
91,Austin & Roscoe,9571,41.942205,-87.776398
91,Austin & School,9572,41.940353,-87.776335
91,Austin & Schubert,9578,41.929418,-87.775953
91,Austin & Sunnyside,9560,41.962263,-87.777162
91,Austin & Superior,9598,41.892877,-87.775063
91,Austin & Thomas,15828,41.900252,-87.775302
91,Austin & Van Buren,17984,41.874725,-87.774508
91,Austin & Wabansia,9587,41.911202,-87.775287
91,Austin & Washington,9606,41.881868,-87.774778
91,Austin & Waveland,9568,41.947673,-87.776637
91,Austin & Wellington,9575,41.934862,-87.776145
91,Austin & West End/Randolph,9605,41.883863,-87.774857
91,Austin & Wilson,9559,41.963917,-87.777225
91,Austin & Wrightwood,9579,41.927573,-87.77589
91,Austin Blue Line Station,9612,41.87075,-87.77438
91,Fillmore & Austin,9614,41.867247,-87.77376
91,Fillmore & Mason,9615,41.867278,-87.77303
91,Gunnison & Austin,9555,41.968527,-87.778402
91,Gunnison & Meade,9554,41.968502,-87.780532
91,Gunnison & Melvina ,9553,41.968478,-87.782883
91,Gunnison & Mobile,9552,41.968455,-87.785427
91,Gunnison & Nagle,9551,41.968423,-87.787588
91,Jefferson Park Transit Center,14103,41.969777,-87.761838
91,Lawrence & Central,18112,41.967809,-87.767747
91,Lawrence & Long,18111,41.967714,-87.762882
91,Lawrence & Major,9687,41.967803,-87.77001
91,Lawrence & Marmora,9689,41.96774,-87.774747
91,Lawrence & Menard,9688,41.967763,-87.772632
91,Mason & Roosevelt,9616,41.86564,-87.772902
91,Milwaukee & Higgins,3725,41.96886,-87.761665
91,Nagle + Argyle,9549,41.972142,-87.78805
91,Nagle + Balmoral,9544,41.97939,-87.78789
91,Nagle + Berwyn,9545,41.97738,-87.787938
91,Nagle + Bryn Mawr,9542,41.983062,-87.787843
91,Nagle + Carmen,9548,41.973955,-87.788002
91,Nagle + Catalpa,9543,41.981195,-87.787843
91,Nagle + Foster,9547,41.975807,-87.787987
91,Nagle + Higgins,9546,41.976513,-87.787938
91,Nagle + Strong,9550,41.970322,-87.788065
92,3700 W Foster,4766,41.975472,-87.72126
92,4635 W Foster,4758,41.975337,-87.744165
92,Berwyn & Broadway (Red Line),4796,41.978142,-87.658953
92,Broadway & Foster,4794,41.97668,-87.659748
92,Foster & Albany,4774,41.975742,-87.705827
92,Foster & Ashland,4790,41.976132,-87.669762
92,Foster & Avers,4765,41.975432,-87.72471
92,Foster & California,15381,41.975782,-87.698532
92,Foster & Central Park,15774,41.975592,-87.717955
92,Foster & Cicero,4756,41.97525,-87.748202
92,Foster & Clark,4791,41.976155,-87.668538
92,Foster & Damen,4785,41.975997,-87.67949
92,Foster & Elston,15187,41.975225,-87.751127
92,Foster & Francisco,4776,41.975782,-87.701552
92,Foster & Glenwood,4792,41.976212,-87.664835
92,Foster & Hoyne,4784,41.975973,-87.681922
92,Foster & Keating,4757,41.975282,-87.745722
92,Foster & Kedzie,4773,41.975655,-87.708768
92,Foster & Keeler,4763,41.97544,-87.732688
92,Foster & Kilbourn,4759,41.975313,-87.740795
92,Foster & Kildare,4761,41.975362,-87.735725
92,Foster & Kimball,17496,41.975647,-87.713155
92,Foster & Kostner,4760,41.975337,-87.738173
92,Foster & Lacrosse,4755,41.97525,-87.749442
92,Foster & Lakewood,4793,41.976235,-87.662243
92,Foster & Laramie,4752,41.975155,-87.75793
92,Foster & Leavitt,4783,41.975933,-87.68437
92,Foster & Leclaire,4753,41.975162,-87.75545
92,Foster & Lincoln,17584,41.97583,-87.691967
92,Foster & Lockwood,4751,41.97513,-87.760425
92,Foster & Long,4750,41.975107,-87.76292
92,Foster & Lovejoy,4749,41.975058,-87.765273
92,Foster & Monticello,4767,41.975512,-87.719783
92,Foster & Oakley,4782,41.975895,-87.686867
92,Foster & Paulina,4789,41.976143,-87.672157
92,Foster & Pulaski,4764,41.975362,-87.728462
92,Foster & Pulaski (Jewel),15120,41.975465,-87.72943
92,Foster & Ravenswood,4788,41.9760715,-87.6750235
92,Foster & Rockwell,4779,41.97583,-87.694192
92,Foster & Spaulding,4772,41.9756425,-87.711294
92,Foster & St. Louis,4770,41.975567,-87.716127
92,Foster & Tripp,4762,41.975377,-87.734485
92,Foster & Virginia,4775,41.975767,-87.70268
92,Foster & Washtenaw,4778,41.975838,-87.696592
92,Foster & Western,4781,41.975853,-87.689313
92,Foster & Wolcott,4787,41.976013,-87.676582
92,Jefferson Park Transit Center,14108,41.969811,-87.761923
92,Kedzie & Catalpa,14876,41.98058275,-87.708735
92,Kimball & Balmoral,11121,41.979478,-87.713695
92,Kimball & Berwyn,11122,41.977682,-87.713583
92,Kimball & Catalpa,11120,41.981297,-87.713727
92,Milwaukee + Foster (South Leg),4748,41.974495,-87.76656
92,Milwaukee + Metra Rr Station Walkway,4746,41.97111075,-87.76352
92,3700 W Foster,4825,41.975678,-87.721102
92,4635 W Foster,4833,41.975457,-87.744673
92,Berwyn & Broadway (Red Line),4796,41.978142,-87.658953
92,Berwyn & Kenmore,14669,41.978214,-87.656105
92,Foster & Ashland,4801,41.976267,-87.669317
92,Foster & Avers,4826,41.975647,-87.724758
92,Foster & Broadway,4797,41.976299,-87.659569
92,Foster & California,4814,41.975885,-87.698818
92,Foster & Central Park,14807,41.97571,-87.718877
92,Foster & Cicero,4834,41.975432,-87.747837
92,Foster & Clark,4800,41.976267,-87.668205
92,Foster & Damen,17582,41.976117,-87.679823
92,Foster & Elston,4836,41.975362,-87.75162
92,Foster & Francisco,4815,41.975893,-87.701265
92,Foster & Glenwood,14440,41.976315,-87.665073
92,Foster & Hoyne,4807,41.976092,-87.681715
92,Foster & Jewel Prking Ent,15121,41.975592,-87.729415
92,Foster & Kedzie,4818,41.975869,-87.7084335
92,Foster & Keeler,4828,41.975377,-87.733372
92,Foster & Kilbourn,4832,41.975465,-87.740573
92,Foster & Kimball,4820,41.975813,-87.71317
92,Foster & Kostner,14806,41.975488,-87.738602
92,Foster & Lacrosse,4835,41.975377,-87.74914
92,Foster & Lakewood,4798,41.97633,-87.66218
92,Foster & Laramie,4838,41.97529,-87.757595
92,Foster & Leavitt,4808,41.976037,-87.684147
92,Foster & Leclaire,4837,41.975328,-87.7551
92,Foster & Lincoln,4811,41.975885,-87.692747
92,Foster & Lockwood,4839,41.975258,-87.760092
92,Foster & Long,4840,41.975233,-87.76257
92,Foster & Milwaukee,4841,41.974748,-87.766655
92,Foster & Monticello,4824,41.975695,-87.719798
92,Foster & Oakley,4809,41.975997,-87.686595
92,Foster & Pulaski,4827,41.975465,-87.728127
92,Foster & Rockwell,4812,41.97591,-87.693938
92,Foster & Sheridan,4901,41.976525,-87.655044
92,Foster & Spaulding,4819,41.975773,-87.710962
92,Foster & St. Louis,4821,41.975758,-87.715888
92,Foster & Tripp,15478,41.975528,-87.734978
92,Foster & Troy,15122,41.975813,-87.706844
92,Foster & Virginia,4816,41.975948,-87.70276
92,Foster & Washtenaw,4813,41.975822,-87.696385
92,Foster & Western,17583,41.975973,-87.689693
92,Foster + Paulina,4802,41.976322,-87.671782
92,Foster + Ravenswood,4803,41.976307,-87.67415
